TYPE,ADRESSE,ARRONDISSEMENT,HORAIRE,geo_shape,geo
SANISETTE,7  AVENUE DE LA PORTE DES TERNES,PARIS 17EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2829708555165014, 48.88111759201826]], ""type"": ""MultiPoint""}","48.88111759201826, 2.2829708555165014"
SANISETTE,2  RUE JACQUES KELLNER,PARIS 17EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3280407633416456, 48.89583555740397]], ""type"": ""MultiPoint""}","48.89583555740397, 2.3280407633416456"
SANISETTE,8 RUE COQUILLIERE,PARIS 1EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.343502399452229, 48.86328989917381]], ""type"": ""MultiPoint""}","48.86328989917381, 2.343502399452229"
SANISETTE,PLACE SUZANNE VALADON,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3427360292097643, 48.88445504769741]], ""type"": ""MultiPoint""}","48.88445504769741, 2.3427360292097643"
SANISETTE,57  RUE DE LA CHAPELLE,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.35883888311633, 48.89508955698616]], ""type"": ""MultiPoint""}","48.89508955698616, 2.35883888311633"
SANISETTE,29  AVENUE MATHURIN MOREAU,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3739497048671403, 48.87844763612632]], ""type"": ""MultiPoint""}","48.87844763612632, 2.3739497048671403"
SANISETTE,face au 148 BOULEVARD DE MENILMONTANT,PARIS 20EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3833897266254653, 48.86675503488672]], ""type"": ""MultiPoint""}","48.86675503488672, 2.3833897266254653"
SANISETTE,RUE DE LA CROIX SAINT SIMON,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.409918203488935, 48.85577188047998]], ""type"": ""MultiPoint""}","48.85577188047998, 2.409918203488935"
SANISETTE,69  BOULEVARD DE SEBASTOPOL,PARIS 2EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3509627364168, 48.86366249322705]], ""type"": ""MultiPoint""}","48.86366249322705, 2.3509627364168"
SANISETTE,face au 13 PLACE DE LA BOURSE,PARIS 2EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.340626395084106, 48.868918364703134]], ""type"": ""MultiPoint""}","48.868918364703134, 2.340626395084106"
SANISETTE,4  RUE SALOMON DE CAUS,PARIS 3EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3540203755216, 48.86736443004379]], ""type"": ""MultiPoint""}","48.86736443004379, 2.3540203755216"
SANISETTE,RUE D ARCOLE,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.349243203627753, 48.85381205728481]], ""type"": ""MultiPoint""}","48.85381205728481, 2.349243203627753"
SANISETTE,4  RUE POLIVEAU,PARIS 5EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3612732635708946, 48.840393317702414]], ""type"": ""MultiPoint""}","48.840393317702414, 2.3612732635708946"
SANISETTE,8  RUE JEAN CALVIN,PARIS 5EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.348691572286733, 48.84164077805071]], ""type"": ""MultiPoint""}","48.84164077805071, 2.348691572286733"
SANISETTE,75  BOULEVARD SAINT GERMAIN,PARIS 6EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3428030682616754, 48.8513882788364]], ""type"": ""MultiPoint""}","48.8513882788364, 2.3428030682616754"
SANISETTE,BOULEVARD MALESHERBES,PARIS 8EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3230539847225002, 48.87072323445266]], ""type"": ""MultiPoint""}","48.87072323445266, 2.3230539847225002"
SANISETTE,32  AVENUE GEORGE V,PARIS 8EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3012200811934647, 48.868840348754716]], ""type"": ""MultiPoint""}","48.868840348754716, 2.3012200811934647"
SANISETTE,5  BOULEVARD DE CLICHY,PARIS 9EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3391633010364408, 48.88208901871457]], ""type"": ""MultiPoint""}","48.88208901871457, 2.3391633010364408"
SANISETTE,PLACE DU COLONEL FABIEN,PARIS 10EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3700838988337054, 48.877981774362425]], ""type"": ""MultiPoint""}","48.877981774362425, 2.3700838988337054"
SANISETTE,179  QUAI DE VALMY,PARIS 10EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.367317820510666, 48.880163427143835]], ""type"": ""MultiPoint""}","48.880163427143835, 2.367317820510666"
SANISETTE,90  COURS DE VINCENNES,PARIS 12EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4074787752851745, 48.84710769744263]], ""type"": ""MultiPoint""}","48.84710769744263, 2.4074787752851745"
SANISETTE,4  PLACE ABBE GEORGES HENOCQUE,PARIS 13EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.353095464368362, 48.82406568071867]], ""type"": ""MultiPoint""}","48.82406568071867, 2.353095464368362"
SANISETTE,103  BOULEVARD BRUNE,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.315053624154692, 48.825685892245296]], ""type"": ""MultiPoint""}","48.825685892245296, 2.315053624154692"
TOILETTES,JARDINS DE LA PORTE DE SAINT CLOUD,PARIS 16EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.254693576359468, 48.83586949307395]], ""type"": ""MultiPoint""}","48.83586949307395, 2.254693576359468"
TOILETTES,BOIS DE VINCENNES - PARC FLORAL DE PARIS - PINEDE,PARIS 12EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.4446432727101692, 48.83825700255321]], ""type"": ""MultiPoint""}","48.83825700255321, 2.4446432727101692"
TOILETTES,SQUARE D'ANVERS,PARIS 9EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3441329532517114, 48.88238662077099]], ""type"": ""MultiPoint""}","48.88238662077099, 2.3441329532517114"
TOILETTES,PARC DES BUTTES CHAUMONT,PARIS 19EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3827790219788856, 48.882377968834255]], ""type"": ""MultiPoint""}","48.882377968834255, 2.3827790219788856"
SANISETTE,10  AVENUE DU GENERAL LECLERC,PARIS 14EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3311870200941534, 48.83301508320707]], ""type"": ""MultiPoint""}","48.83301508320707, 2.3311870200941534"
SANISETTE,AVENUE DE SUFFREN,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3089094901802656, 48.84602312009649]], ""type"": ""MultiPoint""}","48.84602312009649, 2.3089094901802656"
SANISETTE,RUE SAINT CHARLES,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.277982871077299, 48.83807356302149]], ""type"": ""MultiPoint""}","48.83807356302149, 2.277982871077299"
SANISETTE,139  RUE DE L ABBE GROULT,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3025957465389464, 48.83566847382634]], ""type"": ""MultiPoint""}","48.83566847382634, 2.3025957465389464"
SANISETTE,4  AVENUE NIEL,PARIS 17EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2944737300799924, 48.878920797483694]], ""type"": ""MultiPoint""}","48.878920797483694, 2.2944737300799924"
SANISETTE,74  AVENUE DE SAINT OUEN,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3271840142740863, 48.89193708249991]], ""type"": ""MultiPoint""}","48.89193708249991, 2.3271840142740863"
SANISETTE,96  BOULEVARD BARBES,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3497411441355127, 48.89143639044488]], ""type"": ""MultiPoint""}","48.89143639044488, 2.3497411441355127"
SANISETTE,60  BOULEVARD DE LA CHAPELLE,PARIS 18EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3551514770967157, 48.88420515990784]], ""type"": ""MultiPoint""}","48.88420515990784, 2.3551514770967157"
SANISETTE,11  RUE FRANCIS DE CROISSET,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3444579980601925, 48.899388215542245]], ""type"": ""MultiPoint""}","48.899388215542245, 2.3444579980601925"
SANISETTE,14  RUE MEYNADIER,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3834505083083934, 48.8835019855066]], ""type"": ""MultiPoint""}","48.8835019855066, 2.3834505083083934"
SANISETTE,26 bis AVENUE CORENTIN CARIOU,PARIS 19EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.385653355685059, 48.89731268179252]], ""type"": ""MultiPoint""}","48.89731268179252, 2.385653355685059"
SANISETTE,3  RUE BOTZARIS,PARIS 19EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3812508300153157, 48.87786391435843]], ""type"": ""MultiPoint""}","48.87786391435843, 2.3812508300153157"
SANISETTE,109  BOULEVARD DE SEBASTOPOL,PARIS 2EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.352726650613102, 48.86681987649092]], ""type"": ""MultiPoint""}","48.86681987649092, 2.352726650613102"
SANISETTE,2  RUE MORNAY,PARIS 4EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3661231938135674, 48.84947496221174]], ""type"": ""MultiPoint""}","48.84947496221174, 2.3661231938135674"
SANISETTE,9  BOULEVARD SAINT GERMAIN,PARIS 5EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.354846182358343, 48.84933026260387]], ""type"": ""MultiPoint""}","48.84933026260387, 2.354846182358343"
SANISETTE,BOULEVARD SAINT MICHEL,PARIS 6EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.337484628388965, 48.84175443253956]], ""type"": ""MultiPoint""}","48.84175443253956, 2.337484628388965"
SANISETTE,face au 85 bis BOULEVARD DE MAGENTA,PARIS 10EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3551009006238224, 48.87715340155666]], ""type"": ""MultiPoint""}","48.87715340155666, 2.3551009006238224"
SANISETTE,face au 61 BOULEVARD AUGUSTE BLANQUI,PARIS 13EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3494254408649047, 48.82948471703287]], ""type"": ""MultiPoint""}","48.82948471703287, 2.3494254408649047"
TOILETTES,SQUARE LEOPOLD ACHILLE,PARIS 3EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.363290756873782, 48.858224759756716]], ""type"": ""MultiPoint""}","48.858224759756716, 2.363290756873782"
SANISETTE,189  RUE D ALESIA,PARIS 14EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3161093935172774, 48.83125608516332]], ""type"": ""MultiPoint""}","48.83125608516332, 2.3161093935172774"
SANISETTE,199  AVENUE DU MAINE,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3263079060218357, 48.82961024511326]], ""type"": ""MultiPoint""}","48.82961024511326, 2.3263079060218357"
SANISETTE,22  RUE GROS,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2754887611741776, 48.851292679287646]], ""type"": ""MultiPoint""}","48.851292679287646, 2.2754887611741776"
SANISETTE,16  AVENUE DU PARC DES PRINCES,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2546109087403283, 48.84122995590827]], ""type"": ""MultiPoint""}","48.84122995590827, 2.2546109087403283"
SANISETTE,25  AVENUE DE CLICHY,PARIS 17EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.326343623788682, 48.88565931519142]], ""type"": ""MultiPoint""}","48.88565931519142, 2.326343623788682"
SANISETTE,138  RUE DES POISSONNIERS,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.353016460359781, 48.89635962022957]], ""type"": ""MultiPoint""}","48.89635962022957, 2.353016460359781"
SANISETTE,PLACE DE LA CHAPELLE,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.359098476818891, 48.88464490930496]], ""type"": ""MultiPoint""}","48.88464490930496, 2.359098476818891"
SANISETTE,9  BOULEVARD NEY,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3416420008837107, 48.89775890686294]], ""type"": ""MultiPoint""}","48.89775890686294, 2.3416420008837107"
SANISETTE,177  AVENUE DE FLANDRE,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.382026907945904, 48.89474105377585]], ""type"": ""MultiPoint""}","48.89474105377585, 2.382026907945904"
SANISETTE,face au 45 AVENUE SIMON BOLIVAR,PARIS 19EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3805412942460036, 48.87623316458195]], ""type"": ""MultiPoint""}","48.87623316458195, 2.3805412942460036"
SANISETTE,1  RUE DE BUZENVAL,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4025839288873647, 48.84910044336136]], ""type"": ""MultiPoint""}","48.84910044336136, 2.4025839288873647"
SANISETTE,AVENUE DU PROFESSEUR ANDRE LEMIERE,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4147151114105814, 48.8583381131561]], ""type"": ""MultiPoint""}","48.8583381131561, 2.4147151114105814"
SANISETTE,117  RUE MONTMARTRE,PARIS 2EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.343235945649151, 48.86874906648294]], ""type"": ""MultiPoint""}","48.86874906648294, 2.343235945649151"
SANISETTE,25  RUE PASTOURELLE,PARIS 3EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.359364861798901, 48.86274437683077]], ""type"": ""MultiPoint""}","48.86274437683077, 2.359364861798901"
SANISETTE,78  BOULEVARD SAINT MARCEL,PARIS 5EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3535436411005874, 48.83741847058166]], ""type"": ""MultiPoint""}","48.83741847058166, 2.3535436411005874"
SANISETTE,85  BOULEVARD RASPAIL,PARIS 6EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3279690923066783, 48.84768309080962]], ""type"": ""MultiPoint""}","48.84768309080962, 2.3279690923066783"
SANISETTE,JARDIN DU CHAMPS DE MARS,PARIS 7EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.300536612101077, 48.8548917342077]], ""type"": ""MultiPoint""}","48.8548917342077, 2.300536612101077"
SANISETTE,12  PLACE GEORGES GUILLAUMIN,PARIS 8EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3032106645674038, 48.87477424791766]], ""type"": ""MultiPoint""}","48.87477424791766, 2.3032106645674038"
SANISETTE,44  BOULEVARD MALESHERBES,PARIS 8EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3204516853543, 48.874358402257364]], ""type"": ""MultiPoint""}","48.874358402257364, 2.3204516853543"
SANISETTE,BOULEVARD DE ROCHECHOUART,PARIS 9EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.343497799728152, 48.882709085896295]], ""type"": ""MultiPoint""}","48.882709085896295, 2.343497799728152"
SANISETTE,105  QUAI DE VALMY,PARIS 10EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.362733834933827, 48.87459203532375]], ""type"": ""MultiPoint""}","48.87459203532375, 2.362733834933827"
SANISETTE,65  QUAI DE VALMY,PARIS 10EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3650131550286573, 48.87136893708937]], ""type"": ""MultiPoint""}","48.87136893708937, 2.3650131550286573"
SANISETTE,195  BOULEVARD VOLTAIRE,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.387880334234296, 48.85329245030505]], ""type"": ""MultiPoint""}","48.85329245030505, 2.387880334234296"
SANISETTE,face au 48 BOULEVARD VOLTAIRE,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3710395822400634, 48.863380893672755]], ""type"": ""MultiPoint""}","48.863380893672755, 2.3710395822400634"
SANISETTE,3  RUE DE MONTREUIL,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.384037963215108, 48.850431570799614]], ""type"": ""MultiPoint""}","48.850431570799614, 2.384037963215108"
SANISETTE,90  RUE DE TOLBIAC,PARIS 13EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3645813652403525, 48.82683406786534]], ""type"": ""MultiPoint""}","48.82683406786534, 2.3645813652403525"
SANISETTE,3  BOULEVARD DE L HOPITAL,PARIS 13EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3643340026266464, 48.843074044377055]], ""type"": ""MultiPoint""}","48.843074044377055, 2.3643340026266464"
SANISETTE,98  BOULEVARD ARAGO,PARIS 14EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3368038850602897, 48.834735549474466]], ""type"": ""MultiPoint""}","48.834735549474466, 2.3368038850602897"
SANISETTE,63  AVENUE DU GENERAL LECLERC,PARIS 14EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3279795895584483, 48.828964832769074]], ""type"": ""MultiPoint""}","48.828964832769074, 2.3279795895584483"
TOILETTES,SQUARE RENE LE GALL,PARIS 13EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.348139173841785, 48.83133948652227]], ""type"": ""MultiPoint""}","48.83133948652227, 2.348139173841785"
TOILETTES,PARC GEORGES BRASSENS,PARIS 15EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.299950907200807, 48.831621530311644]], ""type"": ""MultiPoint""}","48.831621530311644, 2.299950907200807"
TOILETTES,SQUARE LOUIS XIII,PARIS 4EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.365276627759591, 48.85522108096124]], ""type"": ""MultiPoint""}","48.85522108096124, 2.365276627759591"
LAVATORY,1 rue Lamarck,PARIS 18EME ARRONDISSEMENT,,"{""coordinates"": [[2.3438632119121188, 48.88626726174863]], ""type"": ""MultiPoint""}","48.88626726174863, 2.3438632119121188"
LAVATORY,Place de l'Etoile,PARIS 8EME ARRONDISSEMENT,,"{""coordinates"": [[2.296062832904191, 48.8730821071864]], ""type"": ""MultiPoint""}","48.8730821071864, 2.296062832904191"
SANISETTE,25  AVENUE DE LOWENDAL,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3035640343865773, 48.84918470841581]], ""type"": ""MultiPoint""}","48.84918470841581, 2.3035640343865773"
SANISETTE,35 RUE D'ALSACE,PARIS 10EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3585432997295994, 48.8786704988266]], ""type"": ""MultiPoint""}","48.8786704988266, 2.3585432997295994"
SANISETTE,PLACE DE L ADJUDANT VINCENOT,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4093589960588813, 48.87069081129332]], ""type"": ""MultiPoint""}","48.87069081129332, 2.4093589960588813"
SANISETTE,1  RUE PAGANINI,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4113033441834886, 48.85142475093344]], ""type"": ""MultiPoint""}","48.85142475093344, 2.4113033441834886"
SANISETTE,Jardin DES HALLES ALLEE BLAISE CENDRARS SUD OUEST,PARIS 1EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.344254327997257, 48.86222166635748]], ""type"": ""MultiPoint""}","48.86222166635748, 2.344254327997257"
SANISETTE,90  BOULEVARD DE SEBASTOPOL,PARIS 3EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3525443661897643, 48.86601791753036]], ""type"": ""MultiPoint""}","48.86601791753036, 2.3525443661897643"
SANISETTE,14  RUE SAINT MARTIN,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3497975940056186, 48.8582009673634]], ""type"": ""MultiPoint""}","48.8582009673634, 2.3497975940056186"
SANISETTE,RUE DE L AVE MARIA,PARIS 4EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.35958280455361, 48.8532105513978]], ""type"": ""MultiPoint""}","48.8532105513978, 2.35958280455361"
SANISETTE,face au 75 bis RUE MONGE,PARIS 5EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3520729839787102, 48.84312297015194]], ""type"": ""MultiPoint""}","48.84312297015194, 2.3520729839787102"
SANISETTE,9  AVENUE DES GOBELINS,PARIS 5EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3511865079039125, 48.83795209152189]], ""type"": ""MultiPoint""}","48.83795209152189, 2.3511865079039125"
SANISETTE,face au 139 BOULEVARD SAINT MICHEL,PARIS 6EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.337484628388965, 48.84175443253956]], ""type"": ""MultiPoint""}","48.84175443253956, 2.337484628388965"
SANISETTE,41  PLACE DE FINLANDE,PARIS 7EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3108086227207623, 48.86247699359681]], ""type"": ""MultiPoint""}","48.86247699359681, 2.3108086227207623"
SANISETTE,PLACE VAUBAN,PARIS 7EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.311319652738003, 48.85362504053927]], ""type"": ""MultiPoint""}","48.85362504053927, 2.311319652738003"
SANISETTE,face au 81 QUAI DE VALMY,PARIS 10EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3640739177876027, 48.872581186246975]], ""type"": ""MultiPoint""}","48.872581186246975, 2.3640739177876027"
SANISETTE,135  RUE DE LA ROQUETTE,PARIS 11EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3839455513954175, 48.85869214568334]], ""type"": ""MultiPoint""}","48.85869214568334, 2.3839455513954175"
SANISETTE,8  PLACE LEON BLUM,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.380242666953581, 48.858313178936015]], ""type"": ""MultiPoint""}","48.858313178936015, 2.380242666953581"
SANISETTE,1129  BOULEVARD JULES FERRY,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.368575496201812, 48.86729232571321]], ""type"": ""MultiPoint""}","48.86729232571321, 2.368575496201812"
SANISETTE,88  RUE DE LYON,PARIS 12EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3702859575639397, 48.85084677653922]], ""type"": ""MultiPoint""}","48.85084677653922, 2.3702859575639397"
SANISETTE,face au 159 AVENUE DE CHOISY,PARIS 13EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3584532011028303, 48.828198365793185]], ""type"": ""MultiPoint""}","48.828198365793185, 2.3584532011028303"
SANISETTE,face au 97 RUE DU CHEVALERET,PARIS 13EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.375200718397584, 48.83032574552438]], ""type"": ""MultiPoint""}","48.83032574552438, 2.375200718397584"
SANISETTE,BOULEVARD DE L HOPITAL,PARIS 13EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.361754666816277, 48.83963427904554]], ""type"": ""MultiPoint""}","48.83963427904554, 2.361754666816277"
SANISETTE,opposé au 17 BOULEVARD AUGUSTE BLANQUI,PARIS 13EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3533725291966148, 48.830626246437575]], ""type"": ""MultiPoint""}","48.830626246437575, 2.3533725291966148"
TOILETTES,JARDIN DE LA RUE GINETTE NEVEU,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.345035095053087, 48.90001689804021]], ""type"": ""MultiPoint""}","48.90001689804021, 2.345035095053087"
